INSEE_COM;CLPE
57700;Forbach - Boulay - Moselle
57701;Metz
57702;Sarrebourg - Château - Salins
57703;Sarrebourg - Château - Salins
57704;Thionville
57705;Forbach - Boulay - Moselle
57706;Sarrebourg - Château - Salins
57707;Metz
57708;Metz
57709;Sarrebourg - Château - Salins
57711;Sarrebourg - Château - Salins
57712;Sarrebourg - Château - Salins
57713;Sarrebourg - Château - Salins
57714;Forbach - Boulay - Moselle
57715;Metz
57716;Metz
57717;Forbach - Boulay - Moselle
57718;Metz
57719;Sarrebourg - Château - Salins
57720;Forbach - Boulay - Moselle
57721;Sarrebourg - Château - Salins
57723;Sarrebourg - Château - Salins
57724;Metz
57725;Sarrebourg - Château - Salins
57726;Forbach - Boulay - Moselle
57727;Sarrebourg - Château - Salins
57728;Forbach - Boulay - Moselle
57730;Forbach - Boulay - Moselle
57731;Thionville
57732;Sarreguemines
57733;Thionville
57734;Sarrebourg - Château - Salins
57736;Metz
57737;Metz
57738;Sarreguemines
57739;Forbach - Boulay - Moselle
57740;Forbach - Boulay - Moselle
57741;Sarreguemines
57742;Sarrebourg - Château - Salins
57743;Sarrebourg - Château - Salins
57745;Sarreguemines
57746;Sarreguemines
57747;Sarrebourg - Château - Salins
57748;Sarreguemines
57749;Forbach - Boulay - Moselle
57750;Sarreguemines
57751;Metz
57752;Sarreguemines
57753;Sarrebourg - Château - Salins
57754;Sarrebourg - Château - Salins
57755;Sarrebourg - Château - Salins
57756;Sarrebourg - Château - Salins
57757;Thionville
57759;Sarrebourg - Château - Salins
57760;Sarreguemines
57761;Sarrebourg - Château - Salins
57762;Forbach - Boulay - Moselle
57763;Sarrebourg - Château - Salins
57764;Thionville
57765;Forbach - Boulay - Moselle
57767;Thionville
58001;Château-Chinon
58002;Cosne-Cours-sur-Loire
58003;Château-Chinon
58004;Château-Chinon
58005;Clamecy
58006;Nevers
58007;Cosne-Cours-sur-Loire
58008;Clamecy
58009;Cosne-Cours-sur-Loire
58010;Château-Chinon
58011;Clamecy
58012;Cosne-Cours-sur-Loire
58013;Cosne-Cours-sur-Loire
58014;Cosne-Cours-sur-Loire
58015;Clamecy
58016;Clamecy
58017;Château-Chinon
58018;Clamecy
58019;Château-Chinon
58020;Nevers
58021;Nevers
58023;Château-Chinon
58024;Nevers
58025;Nevers
58026;Clamecy
58027;Cosne-Cours-sur-Loire
58028;Nevers
58029;Clamecy
58030;Château-Chinon
58031;Nevers
58032;Clamecy
58033;Cosne-Cours-sur-Loire
58034;Château-Chinon
58035;Nevers
58036;Cosne-Cours-sur-Loire
58037;Château-Chinon
58038;Clamecy
58039;Clamecy
58040;Château-Chinon
58041;Clamecy
58042;Cosne-Cours-sur-Loire
58043;Clamecy
58044;Cosne-Cours-sur-Loire
58045;Cosne-Cours-sur-Loire
58046;Château-Chinon
58047;Clamecy
58048;Cosne-Cours-sur-Loire
58049;Château-Chinon
58050;Clamecy
58051;Nevers
58052;Clamecy
58053;Cosne-Cours-sur-Loire
58054;Clamecy
58055;Nevers
58056;Cosne-Cours-sur-Loire
58057;Nevers
58058;Clamecy
58059;Cosne-Cours-sur-Loire
58060;Château-Chinon
58061;Cosne-Cours-sur-Loire
58062;Château-Chinon
58063;Château-Chinon
58064;Cosne-Cours-sur-Loire
58065;Château-Chinon
58066;Château-Chinon
58067;Cosne-Cours-sur-Loire
58068;Château-Chinon
58069;Clamecy
58070;Clamecy
58071;Clamecy
58072;Nevers
58073;Clamecy
58074;Château-Chinon
58075;Clamecy
58076;Château-Chinon
58077;Cosne-Cours-sur-Loire
58078;Nevers
58079;Clamecy
58080;Clamecy
58081;Cosne-Cours-sur-Loire
58082;Château-Chinon
58083;Clamecy
58084;Clamecy
58085;Clamecy
58086;Cosne-Cours-sur-Loire
58087;Nevers
58088;Nevers
58089;Cosne-Cours-sur-Loire
58090;Clamecy
58092;Nevers
58093;Clamecy
58094;Cosne-Cours-sur-Loire
58095;Nevers
58096;Nevers
58097;Nevers
58098;Clamecy
58099;Château-Chinon
58101;Cosne-Cours-sur-Loire
58102;Cosne-Cours-sur-Loire
58103;Clamecy
58104;Nevers
58105;Nevers
58106;Château-Chinon
58107;Château-Chinon
58108;Château-Chinon
58109;Clamecy
58110;Clamecy
58111;Château-Chinon
58112;Nevers
58113;Nevers
58114;Château-Chinon
58115;Nevers
58116;Clamecy
58117;Nevers
58118;Château-Chinon
58119;Nevers
58120;Clamecy
58121;Nevers
58122;Cosne-Cours-sur-Loire
58123;Clamecy
58124;Nevers
58125;Château-Chinon
58126;Nevers
58127;Cosne-Cours-sur-Loire
58128;Château-Chinon
58129;Château-Chinon
58130;Clamecy
58131;Nevers
58132;Clamecy
58133;Clamecy
58134;Nevers
58135;Château-Chinon
58136;Nevers
58137;Nevers
58138;Nevers
58139;Château-Chinon
58140;Château-Chinon
58141;Château-Chinon
58142;Château-Chinon
58143;Nevers
58144;Nevers
58145;Château-Chinon
58146;Nevers
58147;Cosne-Cours-sur-Loire
58148;Nevers
58149;Château-Chinon
58150;Clamecy
58151;Nevers
58152;Nevers
58153;Clamecy
58154;Clamecy
58155;Cosne-Cours-sur-Loire
58156;Clamecy
58157;Château-Chinon
58158;Nevers
58159;Clamecy
58160;Nevers
58161;Château-Chinon
58162;Cosne-Cours-sur-Loire
58163;Clamecy
58164;Cosne-Cours-sur-Loire
58165;Clamecy
58166;Clamecy
58168;Château-Chinon
58169;Clamecy
58170;Clamecy
58171;Château-Chinon
58172;Château-Chinon
58173;Château-Chinon
58174;Cosne-Cours-sur-Loire
58175;Château-Chinon
58176;Nevers
58177;Château-Chinon
58178;Château-Chinon
58179;Clamecy
58180;Château-Chinon
58181;Clamecy
58182;Château-Chinon
58183;Clamecy
58184;Cosne-Cours-sur-Loire
58185;Château-Chinon
58186;Cosne-Cours-sur-Loire
58187;Cosne-Cours-sur-Loire
58188;Cosne-Cours-sur-Loire
58189;Cosne-Cours-sur-Loire
58190;Clamecy
58191;Clamecy
58192;Nevers
58193;Cosne-Cours-sur-Loire
58194;Nevers
58195;Château-Chinon
58196;Nevers
58197;Clamecy
58198;Clamecy
58199;Château-Chinon
58200;Clamecy
58201;Clamecy
58202;Château-Chinon
58203;Cosne-Cours-sur-Loire
58204;Nevers
58205;Château-Chinon
58206;Clamecy
58207;Nevers
58208;Clamecy
58209;Cosne-Cours-sur-Loire
58210;Château-Chinon
58211;Château-Chinon
58212;Nevers
58213;Cosne-Cours-sur-Loire
58214;Nevers
58215;Cosne-Cours-sur-Loire
58216;Clamecy
58217;Clamecy
58218;Cosne-Cours-sur-Loire
58219;Château-Chinon
58220;Cosne-Cours-sur-Loire
58221;Château-Chinon
58222;Clamecy
58223;Nevers
58224;Clamecy
58225;Nevers
58226;Château-Chinon
58227;Cosne-Cours-sur-Loire
58228;Cosne-Cours-sur-Loire
58229;Château-Chinon
58230;Clamecy
58231;Cosne-Cours-sur-Loire
58232;Nevers
58233;Nevers
58234;Cosne-Cours-sur-Loire
58235;Château-Chinon
58236;Cosne-Cours-sur-Loire
58237;Clamecy
58238;Nevers
58239;Nevers
58240;Nevers
58241;Nevers
58242;Clamecy
58243;Château-Chinon
58244;Château-Chinon
58245;Château-Chinon
58246;Château-Chinon
58247;Nevers
58248;Cosne-Cours-sur-Loire
58249;Château-Chinon
58250;Nevers
58251;Cosne-Cours-sur-Loire
58252;Cosne-Cours-sur-Loire
58253;Nevers
58254;Nevers
58255;Château-Chinon
58256;Cosne-Cours-sur-Loire
58257;Nevers
58258;Nevers
58259;Nevers
58260;Nevers
58261;Cosne-Cours-sur-Loire
58262;Château-Chinon
58263;Clamecy
58264;Nevers
58265;Cosne-Cours-sur-Loire
58266;Clamecy
58267;Nevers
58268;Château-Chinon
58269;Nevers
58270;Cosne-Cours-sur-Loire
58271;Clamecy
58272;Clamecy
58273;Nevers
58274;Château-Chinon
58275;Nevers
58276;Château-Chinon
58277;Château-Chinon
58278;Nevers
58279;Cosne-Cours-sur-Loire
58280;Nevers
58281;Cosne-Cours-sur-Loire
58282;Clamecy
58283;Clamecy
58284;Clamecy
58285;Château-Chinon
58286;Clamecy
58287;Château-Chinon
58288;Clamecy
58289;Château-Chinon
58290;Château-Chinon
58291;Nevers
58292;Château-Chinon
58293;Nevers
58294;Nevers
58295;Cosne-Cours-sur-Loire
58296;Nevers
58297;Nevers
58298;Cosne-Cours-sur-Loire
58299;Clamecy
58300;Nevers
58301;Château-Chinon
58302;Cosne-Cours-sur-Loire
58303;Nevers
58304;Clamecy
58305;Clamecy
58306;Nevers
58307;Cosne-Cours-sur-Loire
58308;Clamecy
58309;Château-Chinon
58310;Clamecy
58311;Nevers
58312;Clamecy
58313;Clamecy
59001;Cambrai
59002;Valenciennes
59003;Sambre - Avesnois
59004;Lille Metropole
59005;Lille Metropole
59006;Sambre - Avesnois
59007;Douai
59008;Douai
59009;Lille Metropole
59010;Cambrai
59011;Lille Metropole
59012;Sambre - Avesnois
59013;Lille Metropole
59014;Valenciennes
59015;Douai
59016;Dunkerque
59017;Lille Metropole
59018;Dunkerque
59019;Valenciennes
59021;Sambre - Avesnois
59022;Lille Metropole
59023;Cambrai
59024;Douai
59025;Lille Metropole
59026;Douai
59027;Valenciennes
59028;Douai
59029;Lille Metropole
59031;Sambre - Avesnois
59032;Valenciennes
59033;Sambre - Avesnois
59034;Lille Metropole
59035;Sambre - Avesnois
59036;Sambre - Avesnois
59037;Cambrai
59038;Valenciennes
59039;Cambrai
59041;Sambre - Avesnois
59042;Lille Metropole
59043;Dunkerque
59044;Lille Metropole
59045;Sambre - Avesnois
59046;Dunkerque
59047;Cambrai
59048;Cambrai
59049;Cambrai
59050;Sambre - Avesnois
59051;Lille Metropole
59052;Lille Metropole
59053;Sambre - Avesnois
59054;Dunkerque
59055;Cambrai
59056;Lille Metropole
59057;Sambre - Avesnois
59058;Sambre - Avesnois
59059;Cambrai
59060;Cambrai
59061;Sambre - Avesnois
59062;Sambre - Avesnois
59063;Cambrai
59064;Valenciennes
59065;Sambre - Avesnois
59066;Sambre - Avesnois
59067;Dunkerque
59068;Sambre - Avesnois
59069;Cambrai
59071;Lille Metropole
59072;Sambre - Avesnois
59073;Dunkerque
59074;Cambrai
59075;Cambrai
59076;Sambre - Avesnois
59077;Sambre - Avesnois
59078;Sambre - Avesnois
59079;Valenciennes
59080;Lille Metropole
59081;Cambrai
59082;Dunkerque
59083;Dunkerque
59084;Dunkerque
59085;Cambrai
59086;Dunkerque
59087;Dunkerque
59088;Lille Metropole
59089;Dunkerque
59090;Lille Metropole
59091;Dunkerque
59092;Valenciennes
59093;Sambre - Avesnois
59094;Dunkerque
59096;Lille Metropole
59097;Cambrai
59098;Lille Metropole
59099;Sambre - Avesnois
59100;Valenciennes
59101;Sambre - Avesnois
59102;Cambrai
59103;Sambre - Avesnois
59104;Sambre - Avesnois
59105;Lille Metropole
59106;Lille Metropole
59107;Dunkerque
59108;Cambrai
59109;Valenciennes
59110;Dunkerque
59111;Dunkerque
59112;Valenciennes
59113;Douai
59114;Valenciennes
59115;Douai
59116;Sambre - Avesnois
59117;Douai
59118;Cambrai
59119;Dunkerque
59120;Dunkerque
59121;Cambrai
59122;Cambrai
59123;Lille Metropole
59124;Lille Metropole
59125;Cambrai
59126;Douai
59127;Cambrai
59128;Lille Metropole
59129;Lille Metropole
59130;Dunkerque
59131;Dunkerque
59132;Cambrai
59133;Lille Metropole
59134;Sambre - Avesnois
59135;Dunkerque
59136;Cambrai
59137;Cambrai
59138;Cambrai
59139;Cambrai
59140;Cambrai
59141;Cambrai
59142;Sambre - Avesnois
59143;Lille Metropole
59144;Valenciennes
59145;Lille Metropole
59146;Lille Metropole
59147;Sambre - Avesnois
59148;Sambre - Avesnois
59149;Cambrai
59150;Lille Metropole
59151;Sambre - Avesnois
59152;Lille Metropole
59153;Valenciennes
59155;Dunkerque
59156;Douai
59157;Sambre - Avesnois
59158;Lille Metropole
59159;Dunkerque
59160;Valenciennes
59161;Cambrai
59162;Dunkerque
59163;Lille Metropole
59164;Sambre - Avesnois
59165;Douai
59166;Valenciennes
59167;Cambrai
59168;Lille Metropole
59169;Sambre - Avesnois
59170;Douai
59171;Cambrai
59172;Valenciennes
59173;Lille Metropole
59174;Sambre - Avesnois
59175;Sambre - Avesnois
59176;Cambrai
59177;Sambre - Avesnois
59178;Douai
59179;Valenciennes
59180;Dunkerque
59181;Sambre - Avesnois
59182;Dunkerque
59183;Dunkerque
59184;Dunkerque
59185;Douai
59186;Sambre - Avesnois
59187;Sambre - Avesnois
59188;Sambre - Avesnois
59189;Dunkerque
59190;Sambre - Avesnois
59191;Cambrai
59192;Valenciennes
59193;Lille Metropole
59194;Sambre - Avesnois
59195;Lille Metropole
59196;Lille Metropole
59197;Lille Metropole
59198;Sambre - Avesnois
59199;Douai
59200;Dunkerque
59201;Lille Metropole
59202;Lille Metropole
59203;Douai
59204;Cambrai
59205;Valenciennes
59206;Cambrai
59207;Valenciennes
59208;Lille Metropole
59209;Cambrai
59210;Dunkerque
59211;Douai
59212;Dunkerque
59213;Cambrai
59214;Douai
59215;Valenciennes
59216;Cambrai
59217;Sambre - Avesnois
59218;Sambre - Avesnois
59219;Cambrai
59220;Lille Metropole
59221;Valenciennes
59222;Douai
59223;Sambre - Avesnois
59224;Douai
59225;Sambre - Avesnois
59226;Sambre - Avesnois
59227;Douai
59228;Douai
59229;Sambre - Avesnois
59230;Sambre - Avesnois
59231;Sambre - Avesnois
59232;Sambre - Avesnois
59233;Sambre - Avesnois
59234;Douai
59236;Cambrai
59237;Dunkerque
59238;Valenciennes
59239;Douai
59240;Sambre - Avesnois
59241;Sambre - Avesnois
59242;Sambre - Avesnois
59243;Cambrai
59244;Cambrai
59246;Sambre - Avesnois
59247;Lille Metropole
59249;Sambre - Avesnois
59250;Lille Metropole
59251;Sambre - Avesnois
59252;Lille Metropole
59253;Valenciennes
59254;Douai
59255;Cambrai
59256;Lille Metropole
59257;Lille Metropole
59258;Lille Metropole
59259;Sambre - Avesnois
59260;Dunkerque
59261;Sambre - Avesnois
59262;Dunkerque
59263;Douai
59264;Sambre - Avesnois
59265;Sambre - Avesnois
59266;Lille Metropole
59267;Cambrai
59268;Dunkerque
59269;Cambrai
59270;Sambre - Avesnois
59271;Dunkerque
59272;Dunkerque
59273;Dunkerque
59274;Cambrai
59275;Lille Metropole
59276;Douai
59277;Sambre - Avesnois
59278;Lille Metropole
59279;Lille Metropole
59280;Douai
59281;Lille Metropole
59282;Dunkerque
59283;Sambre - Avesnois
59284;Valenciennes
59285;Valenciennes
59286;Lille Metropole
59287;Cambrai
59288;Valenciennes
59289;Cambrai
59290;Sambre - Avesnois
59291;Sambre - Avesnois
59292;Valenciennes
59293;Dunkerque
59294;Cambrai
59295;Dunkerque
59296;Sambre - Avesnois
59297;Valenciennes
59299;Lille Metropole
59300;Cambrai
59301;Valenciennes
59302;Valenciennes
59303;Lille Metropole
59304;Lille Metropole
59305;Dunkerque
59306;Sambre - Avesnois
59307;Dunkerque
59308;Dunkerque
59309;Dunkerque
59310;Sambre - Avesnois
59311;Cambrai
59312;Cambrai
59313;Valenciennes
59314;Douai
59315;Sambre - Avesnois
59316;Lille Metropole
59317;Lille Metropole
59318;Dunkerque
59319;Dunkerque
59320;Lille Metropole
59321;Cambrai
59322;Cambrai
59323;Sambre - Avesnois
59324;Sambre - Avesnois
59325;Sambre - Avesnois
59326;Dunkerque
59327;Douai
59328;Lille Metropole
59329;Douai
59330;Lille Metropole
59331;Sambre - Avesnois
59332;Lille Metropole
59333;Sambre - Avesnois
59334;Douai
59335;Valenciennes
59336;Douai
59337;Dunkerque
59338;Dunkerque
59339;Lille Metropole
59340;Dunkerque
59341;Cambrai
59342;Sambre - Avesnois
59343;Lille Metropole
59344;Sambre - Avesnois
59345;Douai
59346;Lille Metropole
59347;Sambre - Avesnois
59348;Valenciennes
59349;Cambrai
59350;Lille Metropole
59351;Sambre - Avesnois
59352;Lille Metropole
59353;Sambre - Avesnois
59354;Douai
59356;Lille Metropole
59357;Sambre - Avesnois
59358;Dunkerque
59359;Dunkerque
59360;Lille Metropole
59361;Valenciennes
59363;Sambre - Avesnois
59364;Lille Metropole
59365;Sambre - Avesnois
59366;Dunkerque
59367;Lille Metropole
59368;Lille Metropole
59369;Valenciennes
59370;Sambre - Avesnois
59371;Lille Metropole
59372;Cambrai
59374;Sambre - Avesnois
59375;Douai
59377;Cambrai
59378;Lille Metropole
59379;Douai
59381;Sambre - Avesnois
59382;Cambrai
59383;Valenciennes
59384;Sambre - Avesnois
59385;Sambre - Avesnois
59386;Lille Metropole
59387;Valenciennes
59388;Lille Metropole
59389;Cambrai
59390;Douai
59391;Valenciennes
59392;Sambre - Avesnois
59393;Valenciennes
59394;Cambrai
59395;Cambrai
59396;Sambre - Avesnois
59397;Dunkerque
59398;Lille Metropole
59399;Dunkerque
59400;Dunkerque
59401;Dunkerque
59402;Dunkerque
59403;Valenciennes
59405;Cambrai
59406;Sambre - Avesnois
59407;Valenciennes
59408;Lille Metropole
59409;Douai
59410;Lille Metropole
59411;Lille Metropole
59412;Cambrai
59413;Cambrai
59414;Douai
59415;Cambrai
59416;Dunkerque
59418;Valenciennes
59419;Lille Metropole
59420;Sambre - Avesnois
59421;Lille Metropole
59422;Cambrai
59423;Dunkerque
59424;Sambre - Avesnois
59425;Sambre - Avesnois
59426;Lille Metropole
59427;Lille Metropole
59428;Cambrai
59429;Valenciennes
59430;Cambrai
59431;Dunkerque
59432;Cambrai
59433;Dunkerque
59434;Valenciennes
59435;Lille Metropole
59436;Dunkerque
59437;Lille Metropole
59438;Cambrai
59439;Sambre - Avesnois
59440;Valenciennes
59441;Sambre - Avesnois
59442;Sambre - Avesnois
59443;Dunkerque
59444;Valenciennes
59445;Sambre - Avesnois
59446;Valenciennes
59447;Valenciennes
59448;Dunkerque
59449;Lille Metropole
59450;Cambrai
59451;Sambre - Avesnois
59452;Lille Metropole
59453;Dunkerque
59454;Dunkerque
59455;Cambrai
59456;Douai
59457;Lille Metropole
59458;Lille Metropole
59459;Valenciennes
59461;Sambre - Avesnois
59462;Lille Metropole
59463;Dunkerque
59464;Sambre - Avesnois
59465;Cambrai
59466;Lille Metropole
59467;Sambre - Avesnois
59468;Sambre - Avesnois
59469;Dunkerque
59470;Lille Metropole
59471;Valenciennes
59472;Sambre - Avesnois
59473;Sambre - Avesnois
59474;Sambre - Avesnois
59475;Valenciennes
59476;Cambrai
59477;Lille Metropole
59478;Dunkerque
59479;Valenciennes
59480;Valenciennes
59481;Sambre - Avesnois
59482;Lille Metropole
59483;Sambre - Avesnois
59484;Valenciennes
59485;Cambrai
59486;Douai
59487;Lille Metropole
59488;Cambrai
59489;Douai
59490;Sambre - Avesnois
59491;Valenciennes
59492;Cambrai
59493;Sambre - Avesnois
59494;Sambre - Avesnois
59495;Sambre - Avesnois
59496;Cambrai
59497;Dunkerque
59498;Cambrai
59499;Dunkerque
59500;Cambrai
59501;Douai
59502;Cambrai
59503;Sambre - Avesnois
59504;Valenciennes
59505;Valenciennes
59506;Cambrai
59507;Lille Metropole
59508;Lille Metropole
59509;Douai
59511;Valenciennes
59512;Lille Metropole
59513;Douai
59514;Sambre - Avesnois
59515;Valenciennes
59516;Dunkerque
59517;Cambrai
59518;Sambre - Avesnois
59519;Valenciennes
59520;Cambrai
59521;Cambrai
59522;Lille Metropole
59523;Lille Metropole
59524;Lille Metropole
59525;Sambre - Avesnois
59526;Valenciennes
59527;Lille Metropole
59528;Cambrai
59529;Sambre - Avesnois
59530;Valenciennes
59531;Cambrai
59532;Dunkerque
59533;Cambrai
59534;Sambre - Avesnois
59535;Dunkerque
59536;Dunkerque
59537;Cambrai
59538;Dunkerque
59539;Dunkerque
59541;Cambrai
59542;Sambre - Avesnois
59543;Sambre - Avesnois
59544;Valenciennes
59545;Cambrai
59546;Dunkerque
59547;Cambrai
59548;Sambre - Avesnois
59549;Sambre - Avesnois
59550;Lille Metropole
59551;Lille Metropole
59552;Cambrai
59553;Lille Metropole
59554;Valenciennes
59555;Sambre - Avesnois
59556;Sambre - Avesnois
59557;Valenciennes
59558;Cambrai
59559;Valenciennes
59560;Lille Metropole
59562;Sambre - Avesnois
59563;Sambre - Avesnois
59564;Valenciennes
59565;Sambre - Avesnois
59566;Lille Metropole
59567;Cambrai
59568;Dunkerque
59569;Douai
59570;Dunkerque
59571;Cambrai
59572;Sambre - Avesnois
59573;Sambre - Avesnois
59574;Douai
59575;Cambrai
59576;Dunkerque
59577;Dunkerque
59578;Dunkerque
59579;Dunkerque
59580;Dunkerque
59581;Dunkerque
59582;Dunkerque
59583;Sambre - Avesnois
59584;Sambre - Avesnois
59585;Lille Metropole
59586;Lille Metropole
59587;Dunkerque
59588;Dunkerque
59589;Valenciennes
59590;Dunkerque
59591;Valenciennes
59592;Lille Metropole
59593;Cambrai
59594;Valenciennes
59595;Cambrai
59596;Douai
59597;Cambrai
59598;Lille Metropole
59599;Lille Metropole
59600;Lille Metropole
59601;Sambre - Avesnois
59602;Lille Metropole
59603;Valenciennes
59604;Cambrai
59605;Dunkerque
59606;Valenciennes
59607;Sambre - Avesnois
59608;Cambrai
59609;Lille Metropole
59610;Valenciennes
59611;Lille Metropole
59612;Cambrai
59613;Valenciennes
59614;Cambrai
59615;Dunkerque
59616;Valenciennes
59617;Sambre - Avesnois
59618;Sambre - Avesnois
59619;Sambre - Avesnois
59620;Douai
59622;Cambrai
59623;Cambrai
59624;Cambrai
59625;Cambrai
59626;Sambre - Avesnois
59627;Sambre - Avesnois
59628;Dunkerque
59629;Douai
59630;Lille Metropole
59631;Cambrai
59632;Valenciennes
59633;Sambre - Avesnois
59634;Dunkerque
59635;Cambrai
59636;Lille Metropole
59637;Douai
59638;Lille Metropole
59639;Sambre - Avesnois
59640;Sambre - Avesnois
59641;Dunkerque
59642;Douai
59643;Lille Metropole
59645;Valenciennes
59646;Lille Metropole
59647;Dunkerque
59648;Lille Metropole
59649;Sambre - Avesnois
59650;Lille Metropole
59651;Valenciennes
59652;Valenciennes
59653;Lille Metropole
59654;Douai
59655;Dunkerque
59656;Lille Metropole
59657;Dunkerque
59658;Lille Metropole
59659;Sambre - Avesnois
59660;Lille Metropole
59661;Sambre - Avesnois
59662;Dunkerque
59663;Dunkerque
59664;Dunkerque
59665;Dunkerque
59666;Dunkerque
59667;Dunkerque
59668;Dunkerque
59669;Dunkerque
59670;Lille Metropole
60001;Beauvais
60002;Beauvais
60003;Clermont
60004;Beauvais
60005;Senlis
60006;Clermont
60007;Clermont
60008;Clermont
60009;Beauvais
60010;Beauvais
60011;Compiegne
60012;Beauvais
60013;Clermont
60014;Clermont
60015;Clermont
60016;Clermont
60017;Clermont
60019;Compiegne
60020;Senlis
60021;Compiegne
60022;Senlis
60023;Compiegne
60024;Compiegne
60025;Compiegne
60026;Beauvais
60027;Senlis
60028;Senlis
60029;Beauvais
60030;Beauvais
60031;Senlis
60032;Compiegne
60033;Senlis
60034;Clermont
60035;Compiegne
60036;Clermont
60037;Compiegne
60039;Clermont
60040;Clermont
60041;Beauvais
60042;Clermont
60043;Compiegne
60044;Senlis
60045;Senlis
60046;Senlis
60047;Senlis
60048;Compiegne
60049;Beauvais
60050;Clermont
60051;Beauvais
60052;Compiegne
60053;Compiegne
60054;Beauvais
60055;Compiegne
60056;Senlis
60057;Beauvais
60058;Clermont
60059;Compiegne
60060;Senlis
60061;Compiegne
60062;Compiegne
60063;Beauvais
60064;Compiegne
60065;Beauvais
60066;Senlis
60067;Senlis
60068;Senlis
60069;Senlis
60070;Compiegne
60071;Compiegne
60072;Compiegne
60073;Beauvais
60074;Senlis
60075;Beauvais
60076;Beauvais
60077;Beauvais
60078;Clermont
60079;Senlis
60081;Beauvais
60082;Clermont
60083;Senlis
60084;Beauvais
60085;Clermont
60086;Senlis
60087;Senlis
60088;Beauvais
60089;Beauvais
60090;Beauvais
60091;Senlis
60092;Senlis
60093;Compiegne
60094;Senlis
60095;Beauvais
60097;Beauvais
60098;Beauvais
60099;Compiegne
60100;Senlis
60101;Senlis
60102;Clermont
60103;Beauvais
60104;Clermont
60105;Compiegne
60106;Clermont
60107;Clermont
60108;Beauvais
60109;Beauvais
60110;Beauvais
60111;Clermont
60112;Clermont
60113;Clermont
60114;Beauvais
60115;Clermont
60116;Clermont
60117;Compiegne
60118;Compiegne
60119;Compiegne
60120;Clermont
60121;Compiegne
60122;Beauvais
60123;Clermont
60124;Compiegne
60125;Compiegne
60126;Compiegne
60127;Compiegne
60128;Beauvais
60129;Compiegne
60130;Clermont
60131;Beauvais
60132;Compiegne
60133;Clermont
60134;Clermont
60135;Beauvais
60136;Beauvais
60137;Clermont
60138;Senlis
60139;Senlis
60140;Beauvais
60141;Senlis
60142;Senlis
60143;Beauvais
60144;Beauvais
60145;Compiegne
60146;Clermont
60147;Compiegne
60148;Senlis
60149;Compiegne
60150;Compiegne
60151;Compiegne
60152;Clermont
60153;Beauvais
60154;Clermont
60155;Senlis
60156;Compiegne
60157;Clermont
60158;Clermont
60159;Compiegne
60160;Compiegne
60161;Beauvais
60162;Beauvais
60163;Beauvais
60164;Beauvais
60165;Beauvais
60166;Compiegne
60167;Compiegne
60168;Clermont
60169;Beauvais
60170;Senlis
60171;Compiegne
60172;Senlis
60173;Senlis
60174;Compiegne
60175;Senlis
60176;Senlis
60177;Clermont
60178;Beauvais
60179;Clermont
60180;Beauvais
60181;Compiegne
60182;Beauvais
60183;Beauvais
60184;Compiegne
60185;Senlis
60186;Clermont
60187;Beauvais
60188;Compiegne
60189;Compiegne
60190;Senlis
60191;Compiegne
60192;Compiegne
60193;Beauvais
60194;Beauvais
60195;Beauvais
60196;Beauvais
60197;Senlis
60198;Compiegne
60199;Beauvais
60200;Clermont
60201;Clermont
60203;Senlis
60204;Compiegne
60205;Beauvais
60206;Compiegne
60207;Senlis
60208;Beauvais
60209;Beauvais
60210;Clermont
60211;Beauvais
60212;Senlis
60213;Senlis
60214;Beauvais
60215;Clermont
60216;Clermont
60217;Beauvais
60218;Beauvais
60219;Beauvais
60220;Beauvais
60221;Clermont
60222;Clermont
60223;Compiegne
60224;Senlis
60225;Clermont
60226;Senlis
60227;Compiegne
60228;Beauvais
60229;Compiegne
60230;Beauvais
60231;Senlis
60232;Clermont
60233;Beauvais
60234;Clermont
60235;Beauvais
60236;Compiegne
60237;Clermont
60238;Senlis
60239;Beauvais
60240;Beauvais
60241;Senlis
60242;Beauvais
60243;Beauvais
60244;Beauvais
60245;Beauvais
60247;Clermont
60248;Beauvais
60249;Senlis
60250;Beauvais
60251;Beauvais
60252;Clermont
60253;Beauvais
60254;Compiegne
60255;Compiegne
60256;Beauvais
60257;Beauvais
60258;Compiegne
60259;Senlis
60260;Senlis
60261;Senlis
60262;Clermont
60263;Compiegne
60264;Beauvais
60265;Clermont
60267;Beauvais
60268;Clermont
60269;Beauvais
60270;Compiegne
60271;Beauvais
60272;Senlis
60273;Compiegne
60274;Senlis
60275;Beauvais
60276;Clermont
60277;Beauvais
60278;Compiegne
60279;Senlis
60280;Beauvais
60281;Compiegne
60282;Senlis
60283;Clermont
60284;Compiegne
60285;Clermont
60286;Beauvais
60287;Compiegne
60288;Beauvais
60289;Beauvais
60290;Beauvais
60291;Compiegne
60292;Compiegne
60293;Beauvais
60294;Compiegne
60295;Beauvais
60296;Beauvais
60297;Beauvais
60298;Beauvais
60299;Clermont
60301;Beauvais
60302;Beauvais
60303;Beauvais
60304;Beauvais
60305;Compiegne
60306;Beauvais
60307;Clermont
60308;Compiegne
60309;Beauvais
60310;Beauvais
60311;Clermont
60312;Beauvais
60313;Beauvais
60314;Beauvais
60315;Beauvais
60316;Beauvais
60317;Clermont
60318;Compiegne
60319;Beauvais
60320;Senlis
60321;Beauvais
60322;Beauvais
60323;Compiegne
